id,an,materie,liceu,judet,medie,procent_reusita,numar_candidati,preferinta_materie,anomalie
98372,2021,GENERAL,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" CONSTANTA",Constanța,8.26,93.7,207,100.0,0
98373,2021,GENERAL,"COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",Satu-Mare,8.26,97.3,183,100.0,0
98374,2021,GENERAL,"COLEGIUL NATIONAL ""NICU GANE"" FALTICENI",Suceava,8.26,95.1,223,100.0,0
98375,2021,GENERAL,"LICEUL TEORETIC ""ION BARBU""",București,8.25,95.4,173,100.0,0
98376,2021,GENERAL,"LICEUL TEORETIC ""ION BARBU""",București,8.25,95.4,173,100.0,0
98377,2021,GENERAL,"COLEGIUL NATIONAL ""ANA ASLAN"" TIMISOARA",Timiș,8.25,94.2,121,100.0,0
98378,2021,GENERAL,"LICEUL TEORETIC ""MIRON COSTIN"", PASCANI",Iași,8.24,94.3,176,100.0,0
98379,2021,GENERAL,"COLEGIUL ECONOMIC ""VIRGIL MADGEARU"", MUNICIPIUL PLOIESTI",Prahova,8.24,95.2,269,100.0,0
98380,2021,GENERAL,"COLEGIUL NATIONAL ""ION NECULCE""",București,8.23,94.0,216,100.0,0
98381,2021,GENERAL,"COLEGIUL NATIONAL ""SZEKELY MIKAL"" SFANTU GHEORGHE",Covasna,8.23,96.7,90,100.0,0
98382,2021,GENERAL,"COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",Olt,8.23,90.1,213,100.0,0
98383,2021,GENERAL,"COLEGIUL NATIONAL ""INOCHENTIE MICU CLAIN"" BLAJ",Alba,8.22,91.2,148,100.0,0
98384,2021,GENERAL,"LICEUL TEORETIC ""DECEBAL"" CONSTANTA",Constanța,8.22,97.2,179,100.0,0
98385,2021,GENERAL,"COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",Vâlcea,8.22,97.2,249,100.0,0
98386,2021,GENERAL,"COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",Vaslui,8.22,97.9,235,100.0,0
98387,2021,GENERAL,"COLEGIUL NATIONAL ""RADU NEGRU"" FAGARAS",Brașov,8.21,95.6,137,100.0,0
98388,2021,GENERAL,"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"", IASI",Iași,8.21,96.7,245,100.0,0
98389,2021,GENERAL,"LICEUL TEOLOGIC ADVENTIST ""STEFAN DEMETRESCU""",București,8.2,93.6,78,100.0,0
98390,2021,GENERAL,"LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA",Timiș,8.2,92.4,92,100.0,0
98391,2021,GENERAL,"COLEGIUL DE STIINTE ""GRIGORE ANTIPA"" BRASOV",Brașov,8.19,93.7,111,100.0,0
98392,2021,GENERAL,"COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI",Maramureș,8.19,92.6,215,100.0,0
98393,2021,GENERAL,"COLEGIUL NATIONAL ""NICOLAE IORGA"", ORASUL VALENII DE MUNTE",Prahova,8.19,95.1,182,100.0,0
98394,2021,GENERAL,"LICEUL TEORETIC BILINGV ""MIGUEL DE CERVANTES""",București,8.18,91.1,112,100.0,0
98395,2021,GENERAL,"COLEGIUL NATIONAL ""BARBU STIRBEI"" CALARASI",Călărași,8.18,92.0,212,100.0,0
98396,2021,GENERAL,"COLEGIUL NATIONAL ""GHEORGHE ASACHI"", MUNICIPIUL PIATRA-NEAMT",Neamț,8.18,97.3,149,100.0,0
98397,2021,GENERAL,"COLEGIUL ECONOMIC ""MIHAIL KOGALNICEANU"" FOCSANI",Vrancea,8.17,97.3,184,100.0,0
98398,2021,GENERAL,"LICEUL TEORETIC ""ALEXANDRU VLAHUTA""",București,8.16,97.7,87,100.0,0
98399,2021,GENERAL,"COLEGIUL NATIONAL ""DINICU GOLESCU"" CAMPULUNG",Argeș,8.15,89.2,186,100.0,0
98400,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""CONSTANTIN BRATESCU"" CONSTANTA",Constanța,8.14,93.5,139,100.0,0
98401,2021,GENERAL,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE",Maramureș,8.14,94.5,253,100.0,0
98402,2021,GENERAL,"COLEGIUL NATIONAL ""ALEXANDRU ODOBESCU"" PITESTI",Argeș,8.13,93.5,263,100.0,0
98403,2021,GENERAL,"COLEGIUL NATIONAL CATOLIC ""SF.IOSIF"" BACAU",Bacău,8.13,94.2,103,100.0,0
98404,2021,GENERAL,"COLEGIUL NATIONAL ""GEORGE COSBUC"" NASAUD",Bistrița-Năsăud,8.13,94.1,169,100.0,0
98405,2021,GENERAL,"LICEUL TEOLOGIC BAPTIST ""EMANUEL"" CLUJ-NAPOCA",Cluj,8.13,95.9,49,100.0,0
98406,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""CAROL I"" CAMPULUNG",Argeș,8.12,91.3,115,100.0,0
98407,2021,GENERAL,"LICEUL DE ARTE ""BALASA DOAMNA"" TARGOVISTE",Dâmbovița,8.12,90.9,66,100.0,0
98408,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI",Vrancea,8.12,95.6,203,100.0,0
98409,2021,GENERAL,"LICEUL TEORETIC ""ANA IPATESCU"" GHERLA",Cluj,8.11,96.6,58,100.0,0
98410,2021,GENERAL,"COLEGIUL NATIONAL ""TRAIAN""",Mehedinți,8.11,88.1,177,100.0,0
98411,2021,GENERAL,LICEUL TEORETIC NATIONAL,București,8.1,100.0,16,100.0,0
98412,2021,GENERAL,LICEUL TEOLOGIC BAPTIST RESITA,Caraș-Severin,8.1,95.7,23,100.0,0
98413,2021,GENERAL,"LICEUL TEORETIC ""CALLATIS"" MANGALIA",Constanța,8.1,94.0,117,100.0,0
98414,2021,GENERAL,"COLEGIUL TEHNOLOGIC ""SPIRU HARET"", MUNICIPIUL PIATRA-NEAMT",Neamț,8.1,91.8,49,100.0,0
98415,2021,GENERAL,"COLEGIUL NATIONAL ""ALEXANDRU VLAHUTA"" MUNICIPIUL RIMNICU SARAT",Buzău,8.09,93.6,172,100.0,0
98416,2021,GENERAL,"LICEUL TEORETIC CRESTIN ""PRO DEO"" CLUJ-NAPOCA",Cluj,8.09,87.5,16,100.0,0
98417,2021,GENERAL,"COLEGIUL ECONOMIC ADMINISTRATIV, IASI",Iași,8.08,96.3,244,100.0,0
98418,2021,GENERAL,LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA,Cluj,8.07,90.6,53,100.0,0
98419,2021,GENERAL,"COLEGIUL NATIONAL ""ION MAIORESCU"" GIURGIU",Giurgiu,8.07,89.4,226,100.0,0
98420,2021,GENERAL,"COLEGIUL NATIONAL ""SCOALA CENTRALA""",București,8.06,94.5,182,100.0,0
98421,2021,GENERAL,"LICEUL ""ANDREI MURESANU"" BRASOV",Brașov,8.06,93.6,110,100.0,0
98422,2021,GENERAL,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",Sibiu,8.06,92.2,166,100.0,0
98423,2021,GENERAL,"LICEUL TEORETIC ""INDEPENDENTA"" CALAFAT",Dolj,8.05,92.2,129,100.0,0
98424,2021,GENERAL,"LICEUL TEORETIC GERMAN ""JOHANN ETTINGER"" SATU MARE",Satu-Mare,8.03,93.5,46,100.0,0
98425,2021,GENERAL,"LICEUL DE MUZICA ""TUDOR JARDA"" BISTRITA",Bistrița-Năsăud,8.02,91.1,45,100.0,0
98426,2021,GENERAL,"COLEGIUL NATIONAL ""STEFAN CEL MARE"", HARLAU",Iași,8.02,89.1,183,100.0,0
98427,2021,GENERAL,"COLEGIUL ECONOMIC ""DIONISIE POP MARTIAN"" ALBA IULIA",Alba,8.01,91.0,145,100.0,0
98428,2021,GENERAL,"SEMINARUL TEOLOGIC ORTODOX ""CHESARIE EPISCOPUL"" MUNICIPIUL BUZAU",Buzău,8.01,91.7,24,100.0,0
98429,2021,GENERAL,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMISOARA",Timiș,8.01,96.1,153,100.0,0
98430,2021,GENERAL,"COLEGIUL NATIONAL ""TITU MAIORESCU"" AIUD",Alba,8.0,87.0,92,100.0,0
98431,2021,GENERAL,"LICEUL VOCATIONAL PEDAGOGIC ""NICOLAE BOLCAS"" BEIUS",Bihor,7.99,84.4,77,100.0,0
98432,2021,GENERAL,"COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",Teleorman,7.99,85.8,204,100.0,0
98433,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""MIRCEA SCARLAT"" ALEXANDRIA",Teleorman,7.99,85.6,187,100.0,0
98434,2021,GENERAL,"LICEUL TEORETIC ""APACZAI CSERE JANOS"" CLUJ-NAPOCA",Cluj,7.97,95.3,85,100.0,0
98435,2021,GENERAL,"LICEUL TEORETIC ""MIRCEA ELIADE"", LOCALITATEA GALATI",Galați,7.97,95.3,129,100.0,0
98436,2021,GENERAL,"LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",Olt,7.97,91.6,250,100.0,0
98437,2021,GENERAL,"COLEGIUL ROMANO-CATOLIC ""SFANTUL IOSIF""",București,7.96,95.7,46,100.0,0
98438,2021,GENERAL,"LICEUL TEORETIC ""C.A. ROSETTI""",București,7.96,93.9,214,100.0,0
98439,2021,GENERAL,"LICEUL TEORETIC ""MIKES KELEMEN"" SFANTU GHEORGHE",Covasna,7.96,96.2,80,100.0,0
98440,2021,GENERAL,"COLEGIUL NATIONAL ""SIMION BARNUTIU"" SIMLEU SILVANIEI",Sălaj,7.96,85.1,168,100.0,0
98441,2021,GENERAL,LICEUL TEORETIC CAREI,Satu-Mare,7.95,94.3,158,100.0,0
98442,2021,GENERAL,"COLEGIUL NATIONAL ""MARTON ARON"" MIERCUREA CIUC",Harghita,7.94,91.8,170,100.0,0
98443,2021,GENERAL,"LICEUL TEORETIC ""GEORGE CALINESCU"" CONSTANTA",Constanța,7.93,90.8,184,100.0,0
98444,2021,GENERAL,"LICEUL TEORETIC ""DUNAREA"", LOCALITATEA GALATI",Galați,7.93,94.0,134,100.0,0
98445,2021,GENERAL,"COLEGIUL NATIONAL ""GRIGORE MOISIL"" ONESTI",Bacău,7.92,92.6,204,100.0,0
98446,2021,GENERAL,"LICEUL DE ARTE PLASTICE ""NICOLAE TONITZA""",București,7.91,91.0,156,100.0,0
98447,2021,GENERAL,"LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",Bacău,7.91,87.4,214,100.0,0
98448,2021,GENERAL,"COLEGIUL NATIONAL MILITAR ""ALEXANDRU IOAN CUZA"" CONSTANTA",Constanța,7.91,97.0,33,100.0,0
98449,2021,GENERAL,"LICEUL TEORETIC ""TAMASI ARON"" ODORHEIU SECUIESC",Harghita,7.91,87.7,146,100.0,0
98450,2021,GENERAL,"LICEUL TEORETIC ""LITTLE LONDON PIPERA"" VOLUNTARI",Ilfov,7.91,100.0,18,100.0,0
98451,2021,GENERAL,"LICEUL PEDAGOGIC ""GHEORGHE SINCAI"" ZALAU",Sălaj,7.91,90.8,218,100.0,0
98452,2021,GENERAL,"COLEGIUL DOBROGEAN ""SPIRU HARET"" TULCEA",Tulcea,7.91,90.4,187,100.0,0
98453,2021,GENERAL,"SEMINARUL TEOLOGIC ORTODOX ""SFANTUL SIMION STEFAN"" ALBA IULIA",Alba,7.9,96.3,54,100.0,0
98454,2021,GENERAL,"COLEGIUL NATIONAL ""VASILE GOLDIS"" ARAD",Arad,7.89,92.5,159,100.0,0
98455,2021,GENERAL,"LICEUL TEORETIC ""TUDOR VLADIMIRESCU""",București,7.88,92.0,226,100.0,0
98456,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""STEFAN CEL MARE"" BACAU",Bacău,7.88,88.7,239,100.0,0
98457,2021,GENERAL,"LICEUL TEORETIC ""PETRU MAIOR"" OCNA MURES",Alba,7.87,89.9,89,100.0,0
98458,2021,GENERAL,"LICEUL TEORETIC ""NICOLAE BALCESCU"" MEDGIDIA",Constanța,7.86,86.5,126,100.0,0
98459,2021,GENERAL,"COLEGIUL NATIONAL ""AVRAM IANCU"" CAMPENI",Alba,7.85,92.1,152,100.0,0
98460,2021,GENERAL,"COLEGIUL ECONOMIC ""A.D.XENOPOL""",București,7.85,91.7,228,100.0,0
98461,2021,GENERAL,"LICEUL DE COREGRAFIE ""FLORIA CAPSALI""",București,7.85,81.8,22,100.0,0
98462,2021,GENERAL,"LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BARGAULUI",Bistrița-Năsăud,7.85,87.8,82,100.0,0
98463,2021,GENERAL,"LICEUL TEORETIC ""PETRU MAIOR"" GHERLA",Cluj,7.85,89.4,113,100.0,0
98464,2021,GENERAL,"COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SFANTU GHEORGHE",Covasna,7.85,89.7,116,100.0,0
98465,2021,GENERAL,"COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",Iași,7.85,91.6,203,100.0,0
98466,2021,GENERAL,LICEUL TEHNOLOGIC TARGU OCNA,Bacău,7.84,62.5,8,100.0,1
98467,2021,GENERAL,"LICEUL TEORETIC ""MIHAI EMINESCU"" CALARASI",Călărași,7.84,84.7,144,100.0,0
98468,2021,GENERAL,"LICEUL TEOLOGIC ROMANO-CATOLIC ""SFANTUL FRANCISC DE ASSISI"", MUNICIPIUL ROMAN",Neamț,7.84,96.7,30,100.0,0
98469,2021,GENERAL,"COLEGIUL NATIONAL ""ELENA GHIBA BIRTA"" ARAD",Arad,7.83,85.2,135,100.0,0
98470,2021,GENERAL,"COLEGIUL ""MIHAI EMINESCU"" BACAU",Bacău,7.83,90.1,152,100.0,0
98471,2021,GENERAL,"COLEGIUL NATIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA",Hunedoara,7.83,89.0,155,100.0,0
98472,2021,GENERAL,"LICEUL TEORETIC ""GHEORGHE MARINESCU"" TIRGU MURES",Mureș,7.83,92.6,94,100.0,0
98473,2021,GENERAL,"LICEUL TEORETIC ""AXENTE SEVER"" MEDIAS",Sibiu,7.83,94.3,157,100.0,0
98474,2021,GENERAL,"COLEGIUL NATIONAL ""ANA ASLAN""",Brăila,7.82,85.4,82,100.0,0
98475,2021,GENERAL,"COLEGIUL DE STIINTE ALE NATURII ""EMIL RACOVITA"" BRASOV",Brașov,7.82,90.2,173,100.0,0
98476,2021,GENERAL,"COLEGIUL ""SCOALA NATIONALA DE GAZ"" MEDIAS",Sibiu,7.81,82.6,121,100.0,0
98477,2021,GENERAL,"COLEGIUL NATIONAL ""KOLCSEY FERENC"" SATU MARE",Satu-Mare,7.81,84.8,138,100.0,0
98478,2021,GENERAL,"LICEUL ""NATANAEL"" SUCEAVA",Suceava,7.81,88.9,9,100.0,1
98479,2021,GENERAL,"COLEGIUL ECONOMIC ""OCTAV ONICESCU"" BOTOSANI",Botoșani,7.8,87.7,179,100.0,0
98480,2021,GENERAL,"COLEGIUL DE MUZICA ""SIGISMUND TODUTA"" CLUJ-NAPOCA",Cluj,7.8,95.1,61,100.0,0
98481,2021,GENERAL,"COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",Dâmbovița,7.79,86.9,122,100.0,0
98482,2021,GENERAL,"COLEGIUL ECONOMIC ""GEORGE BARITIU"" SIBIU",Sibiu,7.79,88.2,178,100.0,0
98483,2021,GENERAL,"LICEUL TEHNOLOGIC ""SFANTUL IOAN DE LA SALLE"", SAT PILDESTI, COMUNA CORDUN",Neamț,7.78,81.8,22,100.0,0
98484,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""ANDREI SAGUNA"" SIBIU",Sibiu,7.76,88.8,125,100.0,0
98485,2021,GENERAL,"LICEUL TEORETIC ""MIHAI EMINESCU"" CLUJ-NAPOCA",Cluj,7.75,83.0,94,100.0,0
98486,2021,GENERAL,"LICEUL TEORETIC ""ALEXANDRU PAPIU ILARIAN"" DEJ",Cluj,7.75,86.6,97,100.0,0
98487,2021,GENERAL,"LICEUL TEORETIC ""LUCIAN BLAGA"" CONSTANTA",Constanța,7.75,92.6,81,100.0,0
98488,2021,GENERAL,"LICEUL TEORETIC ""DAVID PRODAN"" CUGIR",Alba,7.74,88.1,84,100.0,0
98489,2021,GENERAL,"LICEUL TEORETIC ""GEORGE CALINESCU""",București,7.74,83.7,190,100.0,0
98490,2021,GENERAL,"LICEUL TEORETIC ""GRIGORE ANTIPA"" BOTOSANI",Botoșani,7.74,83.9,112,100.0,0
98491,2021,GENERAL,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",Sibiu,7.74,90.1,71,100.0,0
98492,2021,GENERAL,"COLEGIUL ECONOMIC ""FRANCESCO SAVERIO NITTI"" TIMISOARA",Timiș,7.74,89.3,214,100.0,0
98493,2021,GENERAL,"SEMINARUL TEOLOGIC ORTODOX ""SF. IOAN GURA DE AUR"", MUN. HUSI",Vaslui,7.74,93.3,30,100.0,0
98494,2021,GENERAL,"LICEUL TEORETIC ""PAVEL DAN"" CAMPIA TURZII",Cluj,7.73,81.3,107,100.0,0
98495,2021,GENERAL,"COLEGIUL ECONOMIC ""COSTIN C. KIRITESCU""",București,7.72,90.7,182,100.0,0
98496,2021,GENERAL,"LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI",Botoșani,7.72,81.0,258,100.0,0
98497,2021,GENERAL,"COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",Harghita,7.72,90.5,84,100.0,0
98498,2021,GENERAL,"LICEUL ""REGINA MARIA"" DOROHOI",Botoșani,7.71,78.6,192,100.0,0
98499,2021,GENERAL,"LICEUL DE COREGRAFIE SI ARTA DRAMATICA ""OCTAVIAN STROIA"" CLUJ-NAPOCA",Cluj,7.71,86.0,50,100.0,0
98500,2021,GENERAL,LICEUL TEHNOLOGIC IANCU JIANU,Olt,7.71,93.8,16,100.0,0
98501,2021,GENERAL,"LICEUL TEORETIC ""FILADELFIA"" SUCEAVA",Suceava,7.71,90.7,75,100.0,0
98502,2021,GENERAL,"LICEUL TEORETIC ""CONSTANTIN SERBAN"" ALESD",Bihor,7.7,81.4,43,100.0,0
98503,2021,GENERAL,"LICEUL TEORETIC ""AUREL VLAICU"", ORASUL BREAZA",Prahova,7.7,89.5,76,100.0,0
98504,2021,GENERAL,"LICEUL TEORETIC GERMAN ""FRIEDRICH SCHILLER"" ORADEA",Bihor,7.69,100.0,10,100.0,0
98505,2021,GENERAL,"LICEUL DE ARTE ""DINU LIPATTI"" PITESTI",Argeș,7.68,86.3,73,100.0,0
98506,2021,GENERAL,"LICEUL ""VOLTAIRE"" CRAIOVA",Dolj,7.68,91.0,67,100.0,0
98507,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""REGELE FERDINAND"" SIGHETU MARMATIEI",Maramureș,7.68,88.0,125,100.0,0
98508,2021,GENERAL,"LICEUL TEORETIC ""BATHORY ISTVAN"" CLUJ-NAPOCA",Cluj,7.66,84.9,86,100.0,0
98509,2021,GENERAL,"COLEGIUL NATIONAL ""NEAGOE BASARAB"" OLTENITA",Călărași,7.66,83.8,154,100.0,0
98510,2021,GENERAL,COLEGIUL DE ARTE BAIA MARE,Maramureș,7.66,84.6,78,100.0,0
98511,2021,GENERAL,LICEUL VOCATIONAL REFORMAT TIRGU MURES,Mureș,7.66,97.0,66,100.0,0
98512,2021,GENERAL,"COLEGIUL ECONOMIC ""ION GHICA"" TARGOVISTE",Dâmbovița,7.65,83.3,264,100.0,0
98513,2021,GENERAL,"COLEGIUL NATIONAL ""VLADIMIR STREINU"" GAESTI",Dâmbovița,7.64,76.9,216,100.0,0
98514,2021,GENERAL,"LICEUL TEORETIC ""DAN BARBILIAN"" CAMPULUNG",Argeș,7.63,81.8,99,100.0,0
98515,2021,GENERAL,"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA",Bihor,7.63,87.3,55,100.0,0
98516,2021,GENERAL,"LICEUL CRESTIN ""LOGOS"" BISTRITA",Bistrița-Năsăud,7.63,85.7,14,100.0,1
98517,2021,GENERAL,SEMINARUL TEOLOGIC ORTODOX CLUJ-NAPOCA,Cluj,7.63,85.4,82,100.0,0
98518,2021,GENERAL,"LICEUL TEORETIC ""SFANTU NICOLAE"" GHEORGHENI",Harghita,7.63,78.3,23,100.0,0
98519,2021,GENERAL,LICEUL TEOLOGIC PENTICOSTAL BAIA MARE,Maramureș,7.63,83.3,30,100.0,0
98520,2021,GENERAL,"COLEGIUL NATIONAL ""NICOLAE TITULESCU"" CRAIOVA",Dolj,7.62,88.7,194,100.0,0
98521,2021,GENERAL,"LICEUL ""VASILE CONTA"", ORAS TARGU NEAMT",Neamț,7.62,87.3,79,100.0,0
98522,2021,GENERAL,"LICEUL TEHNOLOGIC ADMINISTRATIV SI DE SERVICII ""VICTOR SLAVESCU"", MUNICIPIUL PLOIESTI",Prahova,7.61,89.8,187,100.0,0
98523,2021,GENERAL,COLEGIUL ECONOMIC MUNICIPIUL BUZAU,Buzău,7.6,88.3,240,100.0,0
98524,2021,GENERAL,"LICEUL TEORETIC ""STEFAN ODOBLEJA""",București,7.59,86.0,171,100.0,0
98525,2021,GENERAL,"LICEUL DE ARTE ""IONEL PERLEA"" SLOBOZIA",Ialomița,7.59,85.9,142,100.0,0
98526,2021,GENERAL,"COLEGIUL NATIONAL ""AVRAM IANCU"" STEI",Bihor,7.58,80.7,114,100.0,0
98527,2021,GENERAL,"SEMINARUL TEOLOGIC ORTODOX ""SF.IOAN GURA DE AUR"" SLOBOZIA",Ialomița,7.58,85.7,14,100.0,0
98528,2021,GENERAL,"COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES",Mureș,7.58,85.6,187,100.0,0
98529,2021,GENERAL,LICEUL WALDORF TIMISOARA,Timiș,7.58,90.6,32,100.0,0
98530,2021,GENERAL,"COLEGIUL NATIONAL ""OCTAV ONICESCU""",București,7.57,88.5,235,100.0,0
98531,2021,GENERAL,"LICEUL TEORETIC ""LIVIU REBREANU"" TURDA",Cluj,7.57,86.2,80,100.0,0
98532,2021,GENERAL,"SEMINARUL TEOLOGIC ORTODOX ""SFANTUL GRIGORIE TEOLOGUL"" CRAIOVA",Dolj,7.57,93.8,16,100.0,0
98533,2021,GENERAL,"COLEGIUL NATIONAL DE INFORMATICA ""CARMEN SYLVA"" PETROSANI",Hunedoara,7.57,88.5,122,100.0,0
98534,2021,GENERAL,"LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORASUL MIZIL",Prahova,7.57,81.4,102,100.0,0
98535,2021,GENERAL,"LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ",Timiș,7.57,82.9,129,100.0,0
98536,2021,GENERAL,"LICEUL TEORETIC ""ADY ENDRE"" ORADEA",Bihor,7.56,81.0,142,100.0,0
98537,2021,GENERAL,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA",Dolj,7.56,89.8,118,100.0,0
98538,2021,GENERAL,"COLEGIUL NATIONAL PEDAGOGIC ""STEFAN ODOBLEJA""",Mehedinți,7.56,80.7,212,100.0,0
98539,2021,GENERAL,"LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA",Alba,7.55,88.5,61,100.0,0
98540,2021,GENERAL,"COLEGIUL""CSIKY GERGELY"" ARAD",Arad,7.55,78.2,55,100.0,0
98541,2021,GENERAL,"LICEUL VOCATIONAL DE MUZICA ""TUDOR CIORTEA"" BRASOV",Brașov,7.55,80.8,26,100.0,0
98542,2021,GENERAL,"LICEUL TEOLOGIC ORTODOX ""CUVIOASA PARASCHEVA"", COMUNA AGAPIA",Neamț,7.55,77.8,9,100.0,0
98543,2021,GENERAL,"LICEUL DE ARTA ""ION VIDU"" TIMISOARA",Timiș,7.55,83.6,73,100.0,0
98544,2021,GENERAL,"LICEUL TEORETIC ""TRAIAN VUIA"" RESITA",Caraș-Severin,7.54,87.1,124,100.0,0
98545,2021,GENERAL,"LICEUL TEORETIC ""ALEXANDRU MARGHILOMAN"" MUNICIPIUL BUZAU",Buzău,7.53,83.4,229,100.0,0
98546,2021,GENERAL,"COLEGIUL ECONOMIC ""VIRGIL MADGEARU"" TG-JIU",Gorj,7.53,80.2,202,100.0,0
98547,2021,GENERAL,"COLEGIUL ECONOMIC ""NICOLAE TITULESCU"" BAIA MARE",Maramureș,7.53,82.6,213,100.0,0
98548,2021,GENERAL,"LICEUL TEOLOGIC ROMANO-CATOLIC ""HAM JANOS"" SATU MARE",Satu-Mare,7.53,80.9,47,100.0,0
98549,2021,GENERAL,"COLEGIUL DE ARTA ""CIPRIAN PORUMBESCU"" SUCEAVA",Suceava,7.53,81.3,139,100.0,0
98550,2021,GENERAL,"COLEGIUL NATIONAL ""SAMUIL VULCAN"" BEIUS",Bihor,7.52,77.4,159,100.0,0
98551,2021,GENERAL,LICEUL WALDORF CLUJ-NAPOCA,Cluj,7.52,82.6,23,100.0,0
98552,2021,GENERAL,"COLEGIUL ECONOMIC ""VIRGIL MADGEARU"", LOCALITATEA GALATI",Galați,7.52,86.5,244,100.0,0
98553,2021,GENERAL,"COLEGIUL NATIONAL ""DOAMNA STANCA"" SATU MARE",Satu-Mare,7.52,87.6,177,100.0,0
98554,2021,GENERAL,"LICEUL TEORETIC ""EUGEN LOVINESCU""",București,7.51,78.8,160,100.0,0
98555,2021,GENERAL,"LICEUL PEDAGOGIC ""BENEDEK ELEK"" ODORHEIU SECUIESC",Harghita,7.51,78.6,56,100.0,0
98556,2021,GENERAL,"LICEUL TEHNOLOGIC ""LUCIAN BLAGA"" REGHIN",Mureș,7.51,84.2,165,100.0,0
98557,2021,GENERAL,"LICEUL TEHNOLOGIC ECONOMIC ""VIRGIL MADGEARU"", IASI",Iași,7.5,89.4,227,100.0,0
98558,2021,GENERAL,LICEUL DE ARTA SIBIU,Sibiu,7.5,88.6,44,100.0,0
98559,2021,GENERAL,"LICEUL TEORETIC GHEORGHE SURDU, ORAS BREZOI",Vâlcea,7.5,83.7,43,100.0,0
98560,2021,GENERAL,"COLEGIUL NATIONAL ""BETHLEN GABOR"" AIUD",Alba,7.49,76.8,56,100.0,0
98561,2021,GENERAL,"LICEUL TEOLOGIC PENTICOSTAL ""EMANUEL""",București,7.49,82.1,28,100.0,0
98562,2021,GENERAL,"LICEUL DE ARTE ""MARGARETA STERIAN"" MUNICIPIUL BUZAU",Buzău,7.49,87.2,94,100.0,0
98563,2021,GENERAL,"COLEGIUL NATIONAL ""TRAIAN DODA"" CARANSEBES",Caraș-Severin,7.49,80.5,118,100.0,0
98564,2021,GENERAL,"COLEGIUL NATIONAL ""DRAGOS VODA"" CAMPULUNG MOLDOVENESC",Suceava,7.49,81.9,149,100.0,0
98565,2021,GENERAL,LICEUL TEOLOGIC BAPTIST TIMISOARA,Timiș,7.49,86.9,61,100.0,0
98566,2021,GENERAL,"LICEUL SANITAR ""ANTIM IVIREANU"", MUN. RM. VALCEA",Vâlcea,7.49,79.8,114,100.0,0
98567,2021,GENERAL,"COLEGIUL NATIONAL DE ARTE ""DINU LIPATTI""",București,7.48,83.3,78,100.0,0
98568,2021,GENERAL,"COLEGIUL NATIONAL ""TEODOR NES"" SALONTA",Bihor,7.48,79.3,111,100.0,0
98569,2021,GENERAL,"COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITESTI",Argeș,7.47,86.2,224,100.0,0
98570,2021,GENERAL,"LICEUL ""DON ORIONE"" ORADEA",Bihor,7.47,77.8,27,100.0,0
98571,2021,GENERAL,"LICEUL TEORETIC ""BARTOK BELA"" TIMISOARA",Timiș,7.47,76.7,30,100.0,0
98572,2021,GENERAL,"LICEUL TEORETIC WALDORF, IASI",Iași,7.46,92.6,27,100.0,0
