SampleID,departure_time,distance_km,avg_speed_kmh,num_stops,weather,weekday,special_events,num_cars,ticket_price,comfort_class,delay_minutes
4579,14:08,195.28,67.3,6,sunny,Wed,0,3,46.781180072787826,standard,14
326,12:07,785.0,51.59,7,sunny,Wed,1,7,80.62216539868847,standard,33
2608,12:12,565.07,119.86,7,sunny,Sat,0,3,97.55977133938616,standard,11
1383,20:00,322.71,119.9,2,snow,Wed,0,6,32.09406165558559,premium,5
1724,02:52,499.57,59.88,3,fog,Fri,0,13,31.203913969082507,standard,27
1086,18:29,233.56,63.77,9,rain,Wed,0,7,125.08754023041999,premium,26
2523,01:28,348.54,57.53,3,sunny,Sun,0,11,62.638970371339276,intermediate,9
341,16:21,230.18,100.68,7,snow,Sat,0,11,79.37346382264451,intermediate,32
3701,18:20,585.57,68.37,2,snow,Fri,0,11,63.047971807500524,intermediate,24
147,16:23,91.94,78.87,7,sunny,Sat,0,13,45.59688994825399,standard,17
688,02:55,727.46,87.92,8,sunny,Sat,0,13,50.2890614226431,intermediate,29
3432,08:32,191.7,117.7,7,rain,Wed,0,12,44.217859814301974,standard,18
1107,00:11,293.38,93.62,1,sunny,Mon,0,5,124.45319235534875,premium,1
848,03:41,768.48,90.37,1,sunny,Tue,0,5,100.40029534592863,standard,8
966,18:23,403.03,54.02,3,sunny,Wed,0,14,122.73935894480707,standard,25
4727,14:42,388.31,47.65,3,sunny,Wed,0,9,184.47689436177453,premium,21
1492,20:34,134.64,81.31,9,rain,Sun,1,14,145.48178670027536,standard,35
3953,17:39,382.44,43.39,6,rain,Wed,0,6,192.2033886789889,intermediate,25
2203,09:18,312.42,75.1,2,snow,Sat,1,14,29.135412402226002,standard,41
2713,17:36,339.39,97.92,3,rain,Sun,0,11,23.9325314401334,standard,13
661,05:18,698.3,80.2,8,sunny,Wed,1,7,49.352109949407144,premium,39
1002,13:57,644.5,117.94,7,sunny,Sat,0,11,157.7219246238595,standard,30
62,17:47,243.67,89.44,1,sunny,Sun,0,7,40.284410031874785,intermediate,0
284,19:59,382.35,44.09,2,rain,Thu,0,13,120.61499616647416,premium,14
2224,15:41,552.06,93.94,5,sunny,Mon,0,6,27.06528640705575,standard,14
4706,01:06,391.8,97.84,7,sunny,Fri,0,12,143.00888409833493,standard,25
1879,01:04,482.77,110.9,4,sunny,Wed,0,14,93.90205015290562,standard,19
3572,02:27,347.67,84.46,3,rain,Wed,0,4,194.45281470879308,premium,15
4857,21:22,125.17,45.87,5,snow,Wed,0,3,198.3293738072251,standard,13
1203,05:17,721.31,102.78,9,rain,Fri,0,7,63.32614826834091,premium,21
1990,21:19,386.13,90.98,3,sunny,Wed,1,13,40.92229648591761,intermediate,20
24,20:45,619.15,97.04,5,sunny,Tue,0,8,24.872333182261762,standard,16
4852,00:48,260.66,82.79,6,sunny,Wed,0,13,58.616260080790425,standard,16
4102,12:19,588.9,88.76,3,sunny,Sun,0,5,142.507072031708,standard,13
4167,03:19,177.92,57.13,8,snow,Mon,0,10,115.00245299877798,standard,34
762,09:23,286.95,98.25,5,rain,Wed,0,9,116.61572651161696,standard,12
875,21:13,655.03,45.36,3,sunny,Tue,1,14,76.73978242473157,standard,33
4742,20:01,220.15,45.12,6,sunny,Thu,0,10,69.00134158567133,standard,23
938,16:34,766.99,113.11,1,sunny,Sat,0,5,59.01384318851839,standard,6
2687,18:17,100.85,118.17,8,rain,Sat,0,12,42.112038973181555,standard,20
3600,21:01,103.63,67.71,6,sunny,Sat,0,5,137.86236564948535,standard,2
2394,01:10,85.97,76.76,2,sunny,Wed,0,6,124.28761717956431,premium,0
4567,22:27,652.01,48.9,1,rain,Mon,0,12,58.4096442901228,standard,20
4980,21:02,153.42,40.03,5,snow,Fri,0,4,145.58884037709333,premium,28
4124,16:47,634.86,119.96,9,sunny,Tue,0,12,35.95715128894207,premium,21
4564,05:54,291.3,63.11,8,sunny,Thu,0,12,150.42632927796478,standard,16
385,17:17,296.81,55.35,6,sunny,Wed,0,14,184.26475286964674,intermediate,18
3877,10:16,673.19,40.62,2,sunny,Sun,0,9,169.11884049387004,intermediate,19
4370,14:50,456.27,106.08,9,sunny,Sun,0,13,102.0296336691619,standard,26
4569,14:36,632.58,92.54,2,sunny,Sat,0,5,36.149477457153495,premium,6
536,03:12,89.7,105.73,8,sunny,Sun,0,7,51.97501880791549,intermediate,9
2291,12:59,71.88,54.92,1,snow,Sun,0,11,130.53878746765383,premium,24
4665,10:29,391.94,114.4,9,sunny,Sun,1,3,95.81082590064955,standard,14
3874,17:29,125.18,45.49,9,sunny,Mon,0,11,190.86574336702208,intermediate,15
936,07:49,557.98,116.32,7,rain,Tue,0,7,74.26340380695919,intermediate,17
3737,16:58,198.05,97.9,9,sunny,Thu,0,9,142.46562040168826,standard,16
4728,00:17,61.52,43.03,1,rain,Mon,0,9,98.35644212900297,standard,5
2360,05:50,178.01,52.86,9,sunny,Wed,0,14,77.3761741250186,intermediate,25
3507,19:22,791.66,106.11,7,sunny,Mon,0,14,79.75942666879199,intermediate,22
201,04:46,192.79,101.19,5,rain,Mon,0,4,198.0056008091043,standard,8
3208,10:50,602.61,47.81,7,snow,Thu,0,13,76.00307289039614,standard,47
1332,04:59,458.35,66.18,8,snow,Mon,0,6,117.17700353348654,premium,37
3016,04:25,684.59,72.72,4,rain,Sun,0,5,187.01967718525964,standard,23
3502,18:53,553.81,56.69,3,sunny,Sun,0,4,35.14277072421169,premium,12
2708,03:00,263.08,56.96,4,rain,Fri,0,9,187.47387247331486,premium,26
4021,02:07,218.67,52.69,9,snow,Wed,0,11,157.0241364298819,standard,42
1854,05:01,457.7,74.8,6,sunny,Sun,0,6,102.72683409333283,standard,11
4469,18:59,234.86,79.89,8,sunny,Mon,0,11,37.446518384609085,intermediate,25
2872,03:47,420.39,114.48,7,rain,Mon,0,12,145.14256176409833,standard,8
3030,21:33,460.35,70.75,0,sunny,Tue,0,11,168.9794016472156,premium,16
1205,06:53,694.49,66.84,9,sunny,Thu,0,6,73.14267968249179,premium,32
1645,02:53,532.1,106.87,5,sunny,Mon,0,8,145.4816985413816,premium,12
3417,10:33,50.68,92.42,9,sunny,Sat,0,3,120.18716532623138,standard,5
3476,03:03,370.77,75.62,1,sunny,Sat,0,13,126.97834021151893,standard,6
2861,16:14,75.63,92.37,4,rain,Wed,0,14,78.16652835866182,standard,16
1792,15:05,373.63,44.44,1,sunny,Wed,0,3,185.1410422621544,standard,10
3797,03:31,323.31,41.35,9,sunny,Wed,0,5,54.341275440398626,intermediate,21
3368,05:47,461.86,64.33,4,rain,Sun,0,9,20.23325838412005,standard,12
3367,18:14,396.61,69.28,7,sunny,Thu,1,8,139.0933044886978,standard,30
3533,10:59,533.96,60.56,0,sunny,Sun,0,10,176.60665427559118,standard,4
3449,00:50,398.78,111.13,3,rain,Wed,1,9,137.36704595036676,intermediate,24
603,04:20,663.77,49.24,3,rain,Fri,0,13,141.92799108633346,standard,22
3056,01:39,622.46,49.66,5,sunny,Wed,0,14,142.49172208346027,premium,32
4531,13:05,481.79,48.15,5,sunny,Thu,0,10,187.91296413836704,intermediate,26
126,07:57,415.53,67.74,2,sunny,Fri,0,14,138.4792388404488,standard,6
3876,01:57,559.86,52.81,9,snow,Fri,0,5,134.9474032443065,premium,37
2935,09:12,533.68,46.38,5,snow,Sun,0,14,115.1985057978068,premium,37
3531,20:23,600.02,100.86,6,rain,Wed,0,8,184.63134608668278,intermediate,26
2730,17:09,197.36,62.15,6,sunny,Mon,0,12,110.96618290766592,standard,12
827,19:38,499.26,65.14,3,sunny,Sat,0,10,199.8521743403793,intermediate,19
1639,01:52,78.77,61.3,7,sunny,Fri,0,10,159.93797826531562,standard,7
984,14:29,332.61,114.24,9,rain,Thu,0,5,134.4898930541896,intermediate,23
3281,13:57,684.9,46.73,9,rain,Sun,0,3,113.61975908908354,intermediate,31
4971,16:29,686.91,117.19,5,snow,Sat,0,14,31.898557347492627,intermediate,35
2188,06:33,168.25,108.43,8,rain,Fri,0,7,50.51076906333873,standard,16
4612,12:43,326.23,94.24,6,sunny,Sat,0,11,118.1301046722841,intermediate,15
2443,20:49,796.7,92.62,3,rain,Mon,1,4,184.90152501807194,standard,36
362,21:23,234.99,95.09,0,sunny,Tue,0,12,86.19970387733241,standard,4
2349,09:37,167.25,108.22,8,snow,Wed,0,4,174.28072700451912,standard,25
345,05:37,317.58,73.57,6,sunny,Fri,0,13,189.29161648992772,intermediate,26
814,23:27,167.4,48.01,4,sunny,Mon,0,12,65.96352440618601,standard,22
3205,18:57,351.96,81.42,1,snow,Sun,0,13,92.32455085719381,standard,29
4160,12:30,402.88,54.07,2,sunny,Wed,0,4,193.75677662941516,intermediate,7
4795,08:34,717.3,97.04,2,snow,Fri,0,12,140.11870939288514,intermediate,24
3325,16:01,614.3,52.03,5,sunny,Tue,0,14,57.604955031609826,standard,28
4106,20:57,685.09,77.46,6,sunny,Wed,1,11,88.09052469124371,standard,29
2116,20:44,772.86,40.34,7,sunny,Sat,0,13,49.82788767289275,premium,35
1834,03:17,365.84,56.63,2,sunny,Sun,0,13,157.38857040817172,premium,10
793,22:57,407.86,59.24,9,sunny,Sun,0,11,158.71314717330594,premium,32
4946,10:37,482.68,79.01,6,sunny,Fri,0,12,123.36934164058738,premium,9
2674,23:28,504.32,46.85,8,sunny,Fri,0,7,45.27061109538715,intermediate,24
94,00:34,576.8,110.13,2,sunny,Thu,1,12,58.04436995460508,intermediate,29
3756,09:23,796.37,41.35,7,sunny,Fri,0,4,64.75174792165959,premium,35
2891,12:23,704.35,86.42,1,sunny,Wed,0,14,36.85339495660106,intermediate,14
2371,08:06,769.43,58.49,4,sunny,Fri,0,5,168.48142529758388,premium,18
4149,02:45,439.17,53.54,6,rain,Thu,0,3,69.21625645958021,intermediate,28
4432,12:57,727.18,80.07,6,sunny,Tue,0,13,84.0478815832005,standard,29
3228,05:56,280.74,119.64,7,sunny,Tue,0,8,127.48380167154347,premium,0
2853,06:58,743.49,72.17,5,sunny,Thu,0,14,26.98454477438931,intermediate,25
2912,05:17,550.7,118.43,3,sunny,Thu,0,4,40.978394096700455,intermediate,5
1865,08:30,207.54,67.17,9,rain,Sat,0,9,180.58063577032462,standard,24
1857,00:41,535.42,83.72,5,rain,Sun,1,9,58.635034373613045,premium,26
2645,20:13,580.27,75.5,5,rain,Wed,0,10,138.3545590103951,intermediate,14
2243,14:16,662.66,86.49,9,sunny,Thu,1,11,22.49905874443774,standard,36
2336,02:15,448.14,119.79,3,fog,Sun,0,12,198.92993372655496,standard,22
950,04:39,501.26,65.66,1,sunny,Mon,0,6,147.9343472801652,intermediate,4
3068,02:21,509.12,83.3,4,sunny,Mon,1,6,129.9604160254695,standard,30
1120,12:58,149.43,116.87,7,sunny,Wed,0,7,22.356649225792495,standard,0
2597,06:33,61.25,41.42,0,rain,Sat,0,13,149.02064119865193,standard,15
2204,01:32,463.49,58.73,9,sunny,Mon,0,11,127.50906190589113,standard,25
419,11:15,251.65,63.7,3,sunny,Mon,0,9,99.98587060309535,standard,19
922,12:34,85.22,108.76,3,sunny,Thu,0,10,100.09024079026634,intermediate,0
1254,01:06,706.26,71.26,6,rain,Sun,0,13,185.70295876557532,standard,24
477,15:48,216.33,61.66,4,rain,Mon,0,10,110.29106741352552,intermediate,14
2035,22:45,302.23,61.97,8,sunny,Tue,0,4,198.05067213807695,standard,15
1202,10:15,276.71,78.82,2,sunny,Sun,0,6,196.2852896340729,standard,1
2626,19:06,118.35,91.42,8,sunny,Sun,0,7,161.16602417944006,standard,21
4818,16:04,406.43,111.35,3,sunny,Wed,0,8,112.07121542238761,intermediate,0
1970,11:42,221.32,81.47,2,sunny,Wed,0,13,47.399305943773896,standard,7
3110,09:56,609.6,73.19,6,sunny,Tue,0,4,24.931958875731226,intermediate,18
4018,03:51,124.8,73.19,0,rain,Thu,0,11,165.8028258782818,premium,8
2151,01:27,414.79,70.99,4,rain,Sat,0,4,169.39219191432016,intermediate,5
3687,21:34,314.32,61.51,7,rain,Thu,0,7,162.86740988383875,standard,20
1997,14:47,392.24,73.14,2,rain,Fri,0,11,77.48347078114566,standard,25
4033,00:33,443.7,77.74,8,rain,Tue,1,3,114.1218350728857,intermediate,25
3054,01:54,605.58,90.59,4,sunny,Sun,0,10,59.58981871993745,premium,16
1248,17:33,316.25,49.54,6,sunny,Sun,0,9,85.76383574272543,standard,20
2192,00:28,468.36,114.12,3,sunny,Mon,0,12,152.84916090839374,intermediate,9
2712,22:05,390.63,103.13,6,rain,Fri,0,6,27.250757935787767,intermediate,15
992,21:38,193.64,107.81,1,sunny,Sun,0,9,83.19782629992034,standard,0
2190,20:15,620.57,53.62,1,snow,Sun,0,14,52.14881078474262,standard,32
3762,08:18,753.42,86.4,2,sunny,Fri,1,10,35.229473486595296,premium,24
3597,12:03,591.73,102.21,5,fog,Fri,0,12,42.54721928387576,standard,27
1318,17:42,450.21,52.01,6,sunny,Sun,0,3,198.65001651704114,standard,11
1863,18:58,128.5,49.12,1,sunny,Thu,0,12,123.59567291665518,intermediate,6
2343,01:54,437.84,65.46,5,sunny,Wed,0,11,124.28370290716337,standard,15
2449,13:34,215.1,52.44,6,snow,Fri,0,12,152.71795809961782,intermediate,41
2136,07:30,338.72,49.96,3,rain,Sun,0,13,121.64220946281748,standard,25
1065,17:18,540.5,90.2,8,rain,Sat,0,12,50.01024675062829,premium,24
4960,12:50,494.14,109.61,7,sunny,Tue,0,13,87.26437013740119,intermediate,26
2621,15:57,256.59,91.61,4,sunny,Tue,0,5,136.0115829708172,intermediate,6
77,15:07,198.65,98.51,9,rain,Tue,0,7,88.00295328384297,premium,20
2898,19:47,478.14,75.75,7,snow,Fri,0,5,31.12419670032446,intermediate,31
1314,18:25,225.54,48.45,5,sunny,Sun,0,14,106.48014293003219,premium,18
4372,03:14,459.02,104.69,7,sunny,Wed,0,14,170.03771014717293,premium,15
872,12:05,337.68,79.94,0,sunny,Tue,0,12,178.14645334176905,standard,12
3850,09:37,437.63,73.24,6,rain,Wed,0,6,199.1865076259166,standard,20
4787,09:51,632.29,110.87,4,rain,Mon,1,7,84.55963058292636,standard,23
2965,23:55,332.03,40.77,3,sunny,Sat,0,14,159.20441868985546,standard,26
3391,21:15,615.45,88.84,1,sunny,Thu,0,7,120.70723479744339,intermediate,10
2560,06:56,626.32,50.66,3,fog,Sat,0,6,118.69248470545287,premium,22
4896,11:51,421.38,86.06,2,fog,Sat,0,12,156.62058270863406,standard,19
2635,23:00,452.88,68.92,7,rain,Sun,0,6,84.12650127399849,intermediate,21
3530,05:54,759.7,50.11,7,sunny,Sat,0,11,47.44320935675976,premium,28
375,07:54,423.64,101.09,2,sunny,Sun,0,12,173.95072098373595,intermediate,0
1908,08:18,176.63,104.06,2,sunny,Thu,0,4,107.26578161671284,standard,0
4332,20:19,665.83,113.46,1,rain,Fri,0,5,100.67526519813809,intermediate,7
4379,20:14,178.84,89.83,6,sunny,Tue,0,3,50.1025031830845,standard,4
4027,21:01,617.86,68.41,8,rain,Sat,0,13,101.31084511240628,intermediate,37
1604,13:37,537.95,59.23,1,rain,Thu,0,3,185.00094364469237,intermediate,12
1118,14:34,144.71,108.18,2,sunny,Thu,0,13,35.33679756045853,intermediate,7
3677,03:05,448.99,56.29,5,sunny,Mon,0,14,142.77677073023892,premium,19
3490,08:00,449.23,100.57,5,fog,Mon,0,14,55.16766009800349,intermediate,20
4864,16:28,570.91,56.36,3,sunny,Mon,0,12,155.63324136597964,standard,14
2958,21:41,299.61,56.02,8,sunny,Sat,0,7,148.74457052876275,standard,17
1994,17:45,629.18,91.1,5,rain,Thu,1,10,160.30138194124874,intermediate,32
4955,03:40,753.14,77.37,2,rain,Tue,0,4,69.21538024511847,standard,10
4355,11:44,183.8,107.36,2,sunny,Fri,0,3,134.70615687261684,standard,0
2376,06:24,387.43,78.49,5,sunny,Sun,0,14,143.07652107775428,intermediate,16
1342,11:41,687.2,44.02,1,sunny,Sun,0,5,154.31967586549567,premium,13
320,21:43,533.93,53.59,6,sunny,Mon,0,4,142.34102661815547,intermediate,18
1619,08:58,387.52,72.32,0,snow,Fri,0,8,151.82111936659157,standard,13
3713,23:16,609.69,83.31,3,sunny,Sat,0,13,151.74674435125885,standard,2
2060,11:27,156.38,53.57,0,sunny,Sun,0,12,123.20192785211313,intermediate,0
2219,14:40,582.63,58.79,2,rain,Wed,1,13,21.60894396224867,premium,24
1673,02:18,752.0,97.77,5,sunny,Wed,0,6,30.935949156196454,standard,19
260,15:55,471.99,59.62,7,sunny,Tue,0,9,135.1356443432029,intermediate,21
4417,01:31,391.96,96.05,5,sunny,Sat,0,13,172.54105629801023,premium,17
2039,02:43,523.83,103.72,1,sunny,Sun,0,11,173.45480054518978,premium,6
901,02:05,207.71,47.88,1,sunny,Sun,0,12,105.63815162045181,intermediate,8
3744,04:03,210.92,68.25,9,sunny,Thu,0,12,26.41837589060636,standard,12
2026,02:46,73.38,84.84,4,sunny,Tue,0,12,89.92599503313767,standard,0
1917,10:50,319.5,53.59,4,rain,Sat,1,6,154.13220185841175,standard,27
1828,14:43,60.23,81.33,2,sunny,Thu,0,5,105.40080282124535,standard,0
1573,15:42,138.17,46.03,6,sunny,Wed,0,14,71.5854156147463,standard,26
4394,15:49,669.25,100.24,2,sunny,Tue,0,11,124.99616253223823,standard,5
4208,21:00,246.31,111.41,9,rain,Mon,0,12,83.6026146569586,standard,14
224,05:25,505.04,101.86,4,rain,Sat,0,3,146.09838060167692,intermediate,11
723,01:46,407.83,105.12,5,sunny,Mon,1,4,93.36791543276384,premium,18
4485,13:57,389.75,101.27,6,sunny,Thu,0,4,44.3191712778107,intermediate,5
1141,07:26,521.91,83.78,7,sunny,Sat,0,10,76.6184833628252,intermediate,23
2762,22:19,544.14,62.48,3,rain,Thu,0,6,123.33368285254281,standard,21
846,15:00,184.74,41.67,5,snow,Thu,0,12,179.15765645214123,intermediate,28
2551,08:19,265.15,114.68,7,rain,Tue,0,5,41.45252946182539,intermediate,9
2928,12:19,482.72,111.9,7,fog,Fri,0,5,56.631445536431976,premium,19
117,01:23,528.05,95.05,3,sunny,Mon,0,5,83.37101052176362,premium,9
645,18:21,299.0,85.94,7,rain,Tue,0,10,91.85180639558597,premium,21
3,10:11,118.04,76.83,5,sunny,Thu,0,9,73.91667440268945,standard,10
4170,23:01,275.92,45.88,0,sunny,Thu,0,11,96.32902432954535,standard,0
467,21:07,368.28,100.89,9,rain,Sun,0,3,173.9708444420814,intermediate,22
5,20:25,706.07,51.95,2,sunny,Mon,0,11,64.39812325142236,standard,31
919,21:43,658.98,47.27,1,rain,Sun,0,11,38.095855818179984,premium,22
2595,22:05,768.75,48.79,1,sunny,Fri,0,12,101.14013712353177,standard,24
1063,12:22,536.08,45.95,5,snow,Sun,0,11,164.1615783799552,standard,36
2590,21:41,733.26,111.09,3,sunny,Tue,0,11,42.107644653373825,standard,8
242,02:19,781.07,75.07,8,rain,Fri,0,11,95.41432057540649,premium,29
1160,15:25,357.17,111.23,5,rain,Fri,0,11,76.24840399163487,intermediate,9
2870,22:24,673.84,107.19,0,snow,Tue,0,13,192.02562938007708,standard,23
3735,12:52,232.04,81.33,0,rain,Sun,0,6,140.19988363801747,standard,7
2397,01:50,620.53,110.32,0,snow,Sat,0,14,34.44762629454457,premium,23
3517,08:48,75.34,109.39,9,sunny,Tue,0,12,111.70126170555962,intermediate,16
3421,20:38,228.14,51.65,2,snow,Mon,0,12,102.75459871704423,standard,28
2563,00:42,397.66,63.63,4,sunny,Tue,0,8,100.84540808894936,premium,19
1605,09:33,717.27,68.7,0,rain,Sun,0,12,84.96812583061899,standard,25
4828,08:36,90.22,75.53,7,sunny,Wed,1,6,29.441870862295318,intermediate,33
2324,16:34,614.74,74.9,9,snow,Fri,0,4,150.86712040280412,standard,41
2709,13:51,182.07,67.22,1,rain,Tue,0,3,39.330664729810074,standard,4
4398,04:38,469.48,68.45,1,rain,Sat,1,8,95.39137550686182,standard,21
1312,22:43,438.87,116.53,8,snow,Fri,0,9,154.22992314739912,standard,34
3448,12:53,320.11,57.19,4,sunny,Fri,0,8,62.53428985676578,intermediate,6
3812,07:17,796.64,74.22,1,sunny,Sat,0,3,21.420600681449173,intermediate,17
4655,14:17,706.28,64.41,6,snow,Thu,0,12,86.00248209713666,standard,37
2362,06:17,689.4,74.51,5,sunny,Thu,0,7,52.57009176274908,standard,24
1975,18:13,207.14,95.43,5,sunny,Sun,0,6,192.4366577261173,standard,10
3514,07:06,380.64,52.09,8,snow,Mon,0,5,108.16707581604446,standard,35
1761,05:30,709.4,50.89,1,sunny,Wed,0,5,184.53750991304528,standard,10
2739,20:06,64.71,41.09,6,rain,Thu,0,4,144.759614124462,standard,17
4844,00:14,777.14,46.15,2,rain,Fri,0,12,35.888378680018754,standard,34
2472,14:49,753.93,75.63,0,rain,Sat,0,11,116.65754918725378,standard,16
4007,14:34,540.43,79.0,9,sunny,Wed,0,4,65.26643510247995,intermediate,21
1493,21:04,507.1,103.43,0,rain,Mon,0,13,198.44866547310616,standard,4
4206,17:58,642.81,67.91,7,snow,Mon,0,3,149.6590942393099,intermediate,37
2158,12:05,121.08,77.64,2,sunny,Thu,0,14,184.88207849366808,intermediate,6
1169,21:29,469.92,87.46,8,rain,Fri,0,11,20.405549780410073,premium,30
4516,08:44,117.74,92.32,2,rain,Thu,0,7,199.3628025954712,standard,6
232,15:01,63.56,112.14,8,sunny,Tue,0,8,79.01782552421093,intermediate,0
66,05:45,204.49,84.8,6,rain,Wed,0,9,44.54878943778357,standard,13
1603,12:10,435.08,64.78,0,sunny,Thu,0,9,85.24090352250799,premium,8
3283,02:35,611.03,78.06,7,sunny,Tue,0,6,52.08369465626366,premium,15
3596,10:52,754.06,70.49,9,sunny,Thu,0,6,146.8215912955861,premium,32
125,11:42,434.2,77.54,5,sunny,Fri,0,5,79.31858206617625,intermediate,4
1296,13:30,541.18,55.05,1,sunny,Fri,0,6,88.23834310996784,premium,11
1976,08:27,391.5,109.41,3,rain,Fri,0,14,164.04351375026084,standard,9
4517,18:41,471.99,82.79,9,snow,Wed,0,7,29.45162998740233,intermediate,38
4481,18:13,604.34,69.15,4,sunny,Mon,0,14,111.356346572094,intermediate,20
2075,08:53,112.28,53.13,1,fog,Sat,1,6,159.86252235112755,standard,16
3086,08:42,658.42,59.95,1,sunny,Fri,0,10,24.636150513304035,premium,15
4345,06:29,663.91,108.93,5,rain,Wed,0,5,187.03055400394803,premium,11
3345,02:08,448.5,119.14,0,rain,Mon,0,13,86.05334755468309,standard,2
4464,05:53,686.56,105.21,4,rain,Sat,0,7,78.98801951580127,standard,7
2797,09:37,482.79,92.22,0,snow,Sun,0,14,21.259313385767612,intermediate,22
918,06:46,282.53,78.75,1,sunny,Fri,0,8,53.68450516549886,premium,2
1646,01:53,569.6,100.68,4,sunny,Thu,0,8,22.53423659376851,intermediate,1
364,07:43,521.38,78.51,9,rain,Fri,0,14,157.77751193804502,intermediate,32
3287,19:39,173.55,56.36,9,fog,Wed,0,5,108.63141775252377,standard,19
2125,01:06,277.79,115.55,7,sunny,Mon,0,13,117.11421587472988,premium,8
4123,17:25,518.69,95.91,7,sunny,Sun,0,4,56.03585899709236,premium,15
525,18:48,469.35,80.74,8,sunny,Fri,0,3,27.645216490503547,standard,8
55,11:34,292.36,72.66,7,sunny,Sun,0,10,148.53612845796678,intermediate,21
638,03:01,272.13,63.9,5,sunny,Wed,1,6,71.57979338763744,standard,21
302,08:33,319.57,43.74,0,sunny,Sun,0,7,132.3063022998424,standard,7
2766,21:52,599.18,46.78,1,sunny,Mon,0,14,63.39853800319427,standard,20
1276,07:16,415.6,87.93,5,fog,Sun,0,4,78.64303875694492,intermediate,13
2055,19:27,507.15,105.36,6,sunny,Thu,0,3,189.945989258351,standard,0
3644,16:55,608.45,83.08,2,sunny,Wed,0,14,177.58204434337526,intermediate,15
4143,21:26,736.61,63.89,1,sunny,Thu,1,13,76.71671407397744,premium,18
2878,18:23,757.52,49.83,3,sunny,Tue,0,6,193.67588208818813,standard,26
4202,06:25,245.3,116.74,0,rain,Tue,0,6,56.59284156349908,standard,0
2286,11:51,303.31,114.18,8,rain,Tue,0,5,77.79317600427117,standard,12
2261,03:44,705.17,89.69,0,fog,Fri,0,3,136.37090129711265,intermediate,20
2296,21:20,610.06,78.37,7,rain,Sat,0,9,114.60074513129464,standard,29
1753,11:27,300.66,77.43,5,sunny,Thu,0,5,188.44586277904736,standard,11
1968,04:46,678.97,41.97,7,sunny,Fri,0,7,150.77921183701056,premium,28
4351,18:10,427.42,94.35,2,sunny,Fri,1,10,140.02682150282502,standard,11
3117,07:54,410.96,94.95,1,rain,Thu,0,13,188.61013764209977,premium,14
2393,05:02,150.14,113.38,0,rain,Wed,0,10,112.49510813300924,standard,0
523,13:38,421.12,76.05,8,rain,Wed,0,8,68.69425284270426,premium,27
3900,01:49,702.43,112.58,4,rain,Tue,0,8,103.43466363789956,premium,20
3122,15:11,433.6,77.54,6,rain,Sat,0,11,72.05028801665672,intermediate,27
4156,00:58,370.58,63.16,7,rain,Mon,0,14,187.73314044064853,intermediate,30
1969,03:04,541.08,112.7,9,rain,Sun,1,12,138.3814685231562,standard,33
671,20:41,557.78,101.77,1,rain,Mon,0,7,166.8017388339108,intermediate,10
4188,10:46,522.02,47.08,7,fog,Tue,0,14,54.299529622949436,standard,41
666,12:39,313.78,98.34,0,sunny,Tue,0,8,128.8991763446677,standard,0
4338,20:00,525.33,65.53,7,rain,Sun,0,10,28.467859615160407,intermediate,35
1887,21:58,346.08,102.9,9,rain,Fri,0,3,187.64502834391726,standard,17
3266,20:49,665.22,108.79,8,sunny,Fri,0,7,113.05335844703683,intermediate,15
280,21:52,381.99,55.81,9,rain,Sun,0,7,160.8011948346996,intermediate,23
1719,16:26,502.82,93.31,0,fog,Sun,0,8,62.23109463745595,standard,9
2947,05:25,478.5,100.98,8,sunny,Fri,0,4,160.6088852704522,intermediate,16
899,18:25,750.81,105.84,5,fog,Wed,0,12,67.49884871298643,standard,22
4850,14:15,516.63,42.81,4,sunny,Tue,0,7,189.92133270258,standard,17
760,04:24,411.43,84.93,6,rain,Tue,0,3,179.96448190881196,standard,14
1906,08:12,697.62,81.56,6,snow,Wed,1,10,138.83386343264488,standard,53
4042,20:10,222.47,59.18,8,rain,Sat,0,11,62.86470237993679,intermediate,30
3823,14:58,136.55,103.85,9,sunny,Mon,0,11,186.44602848751921,premium,16
4138,20:10,675.44,66.68,3,fog,Tue,0,12,196.2699082300956,standard,30
3818,05:06,658.26,67.09,0,sunny,Fri,0,10,197.34448114054484,intermediate,19
4300,19:41,239.93,99.69,0,sunny,Sat,0,10,187.57450846790246,premium,0
2593,20:35,224.79,79.14,2,sunny,Tue,0,4,171.41813064308258,premium,5
4164,05:24,421.1,93.88,7,snow,Fri,0,10,109.38201516458437,premium,30
3031,22:43,80.59,93.81,8,rain,Fri,0,6,61.85108919729564,standard,10
3579,04:36,64.38,52.47,1,rain,Thu,0,10,127.1259655469956,standard,15
2832,10:29,567.37,47.7,7,fog,Wed,0,9,37.06049141217411,premium,33
3472,19:54,184.38,45.75,3,snow,Fri,0,11,84.11267705030816,premium,38
137,22:18,152.04,93.02,6,sunny,Tue,0,3,59.88107313281772,intermediate,5
2180,00:34,355.55,80.73,4,sunny,Mon,0,6,126.68739379406928,standard,10
2128,22:19,239.19,100.96,4,rain,Wed,0,12,104.67279666642156,standard,10
3177,08:41,558.91,97.92,5,sunny,Sun,0,4,147.30573891220038,standard,9
4367,18:15,701.24,77.33,2,rain,Fri,1,11,68.12916543847429,standard,28
4261,00:35,744.15,113.62,9,rain,Fri,0,10,127.59321408642415,standard,28
4344,07:44,335.18,40.85,8,rain,Tue,0,8,156.19135127380508,intermediate,27
