FightID,weapon_jedai,armour_jedai,weapon_calmtrooper,armour_calmtrooper,injuries,number_of_fights,force_level,accuracy_calmtrooper,fight_planet,weather_conditions,surprise_attack,moral_jedai,moral_calmtrooper,winner
5633,Double Lightsaber,93.6%,Experimental Weapon,32.6%,Both,184.0,84.2,71.9,Tavooine,Sandstorm,TRUE,73.5,37.5,1
2189,Single Lightsaber,52.3%,Standard Blaster,81.4%,Jedai,172.3,26.4,78.5,Eldor,Storm,TRUE,46.9,82.2,0
1753,Single Lightsaber,45.5%,Standard Blaster,78.0%,Jedai,222.5,35.4,31.2,Nabira,Snow,TRUE,48.0,81.7,0
2116,Single Lightsaber,47.8%,Standard Blaster,75.8%,Both,61.3,28.5,94.3,Nabira,Storm,FALSE,53.8,57.8,0
7452,Ancient Jedai Blade,54.2%,Heavy Blaster,70.6%,Jedai,212.4,52.6,44.6,Kamira,Sandstorm,FALSE,67.3,62.8,0
5232,Double Lightsaber,87.0%,Experimental Weapon,37.3%,Calmtrooper,150.3,81.6,48.8,Mustran,Clear,TRUE,94.6,35.0,1
6194,Ancient Jedai Blade,70.4%,Heavy Blaster,65.9%,Jedai,129.1,57.9,77.8,Mustran,Storm,TRUE,63.5,52.1,0
1901,Single Lightsaber,51.7%,Standard Blaster,73.7%,Jedai,186.4,29.9,83.5,Corsavant,Snow,FALSE,50.0,52.4,0
6954,Ancient Jedai Blade,62.2%,Heavy Blaster,61.9%,Both,179.2,50.1,40.6,Tavooine,Sandstorm,FALSE,53.8,50.6,1
246,Single Lightsaber,43.6%,Standard Blaster,80.5%,Jedai,18.5,30.2,69.4,Eldor,Clear,TRUE,43.8,73.4,0
3759,Double Lightsaber,88.2%,Experimental Weapon,37.4%,Calmtrooper,161.0,76.3,40.8,Tavooine,Storm,FALSE,66.6,10.0,1
2484,Single Lightsaber,53.9%,Standard Blaster,79.5%,Jedai,140.1,23.6,76.4,Tavooine,Sandstorm,FALSE,40.1,81.1,0
1430,Single Lightsaber,47.7%,Standard Blaster,89.0%,Both,129.8,28.9,83.3,Kamira,Storm,FALSE,32.3,82.0,0
6381,Ancient Jedai Blade,63.2%,Heavy Blaster,70.4%,Jedai,185.6,51.5,36.0,Nabira,Storm,TRUE,71.0,65.7,1
11,Single Lightsaber,64.7%,Standard Blaster,74.5%,Jedai,61.0,25.6,40.9,Kamira,Sandstorm,TRUE,34.9,56.9,0
2940,Single Lightsaber,44.6%,Standard Blaster,72.6%,Both,206.2,35.3,74.8,Eldor,Snow,TRUE,44.9,64.4,0
404,Single Lightsaber,53.6%,Standard Blaster,86.1%,Jedai,74.9,25.8,92.5,Kamira,Clear,FALSE,37.4,46.4,0
5823,Double Lightsaber,83.8%,Experimental Weapon,40.3%,Calmtrooper,50.6,80.7,80.1,Tavooine,Clear,FALSE,80.8,40.2,1
968,Single Lightsaber,50.7%,Standard Blaster,85.6%,Jedai,206.4,37.1,90.9,Kamira,Clear,TRUE,54.1,69.7,0
6197,Ancient Jedai Blade,67.2%,Heavy Blaster,62.5%,Both,4.7,52.7,58.0,Mustran,Storm,FALSE,76.6,86.7,0
3767,Double Lightsaber,86.3%,Experimental Weapon,46.9%,Both,170.8,71.1,71.1,Mustran,Storm,FALSE,68.6,24.7,1
4028,Double Lightsaber,95.1%,Experimental Weapon,44.0%,Calmtrooper,157.1,88.8,43.2,Eldor,Storm,FALSE,79.6,24.1,1
2078,Single Lightsaber,54.3%,Standard Blaster,83.0%,Jedai,162.6,30.3,57.4,Corsavant,Sandstorm,FALSE,32.1,56.8,0
6778,Ancient Jedai Blade,55.4%,Heavy Blaster,63.6%,Both,229.4,54.8,39.1,Corsavant,Snow,FALSE,77.6,63.8,1
8921,Ancient Jedai Blade,57.5%,Heavy Blaster,62.2%,Both,9.8,53.3,65.9,Corsavant,Clear,FALSE,41.7,59.0,0
4318,Double Lightsaber,84.8%,Experimental Weapon,39.6%,Calmtrooper,148.3,86.0,87.6,Kamira,Clear,FALSE,79.1,27.2,1
5560,Double Lightsaber,84.5%,Experimental Weapon,36.1%,Both,112.2,82.3,63.0,Kamira,Clear,FALSE,78.0,38.7,1
2033,Single Lightsaber,52.3%,Standard Blaster,86.4%,Jedai,195.4,26.1,73.6,Tavooine,Storm,TRUE,42.7,78.8,0
3853,Double Lightsaber,83.4%,Experimental Weapon,37.8%,Calmtrooper,200.4,83.2,47.8,Mustran,Sandstorm,FALSE,85.1,14.8,1
6042,Ancient Jedai Blade,67.3%,Heavy Blaster,68.5%,Both,37.1,61.6,47.0,Corsavant,Snow,FALSE,48.7,56.0,1
6758,Ancient Jedai Blade,63.4%,Heavy Blaster,62.4%,Calmtrooper,244.3,54.7,37.3,Mustran,Sandstorm,FALSE,55.3,78.4,0
4870,Double Lightsaber,88.5%,Experimental Weapon,38.3%,Calmtrooper,121.2,78.9,47.0,Corsavant,Clear,FALSE,84.6,34.9,1
2827,Single Lightsaber,45.7%,Standard Blaster,75.7%,Jedai,49.7,28.0,38.5,Mustran,Snow,TRUE,42.9,67.0,0
3714,Double Lightsaber,81.3%,Experimental Weapon,37.8%,Calmtrooper,16.8,73.6,36.3,Tavooine,Storm,FALSE,89.6,20.8,1
3039,Double Lightsaber,77.5%,Experimental Weapon,42.1%,Both,100.4,81.1,71.3,Mustran,Sandstorm,TRUE,90.0,17.3,1
3314,Double Lightsaber,87.9%,Experimental Weapon,36.7%,Calmtrooper,97.4,85.9,51.7,Mustran,Storm,FALSE,75.2,36.3,1
808,Single Lightsaber,51.2%,Standard Blaster,83.0%,Jedai,182.4,27.1,36.5,Eldor,Clear,TRUE,31.0,65.5,0
4038,Double Lightsaber,87.8%,Experimental Weapon,50.0%,Calmtrooper,175.1,69.9,71.7,Nabira,Sandstorm,FALSE,83.8,28.3,1
8729,Ancient Jedai Blade,60.5%,Heavy Blaster,68.4%,Both,135.6,59.8,55.8,Tavooine,Clear,FALSE,66.8,72.3,0
6022,Ancient Jedai Blade,76.7%,Heavy Blaster,67.9%,Both,248.3,46.2,44.8,Eldor,Clear,TRUE,59.2,58.9,0
8340,Ancient Jedai Blade,62.2%,Heavy Blaster,64.3%,Jedai,153.6,52.9,45.7,Tavooine,Storm,TRUE,55.5,47.7,1
3738,Double Lightsaber,82.5%,Experimental Weapon,50.5%,Calmtrooper,71.0,80.6,88.9,Nabira,Snow,FALSE,68.3,31.3,1
1698,Single Lightsaber,53.5%,Standard Blaster,86.8%,Jedai,112.7,23.5,66.3,Tavooine,Storm,FALSE,41.6,72.6,0
986,Single Lightsaber,55.9%,Standard Blaster,71.4%,Both,61.1,34.3,38.9,Corsavant,Snow,FALSE,25.6,90.0,0
3371,Double Lightsaber,89.5%,Experimental Weapon,34.2%,Calmtrooper,29.6,82.4,86.3,Corsavant,Clear,TRUE,69.1,26.1,1
7314,Ancient Jedai Blade,65.9%,Heavy Blaster,59.1%,Both,160.8,53.8,51.5,Nabira,Sandstorm,TRUE,60.6,54.9,1
8005,Ancient Jedai Blade,61.2%,Heavy Blaster,61.4%,Calmtrooper,45.8,58.1,43.0,Corsavant,Sandstorm,FALSE,69.9,54.8,1
2488,Single Lightsaber,57.3%,Standard Blaster,80.0%,Jedai,240.7,24.4,31.3,Mustran,Storm,FALSE,43.8,74.0,0
823,Single Lightsaber,53.6%,Standard Blaster,77.4%,Jedai,153.1,30.3,76.6,Eldor,Sandstorm,TRUE,43.2,89.7,0
3842,Double Lightsaber,83.9%,Experimental Weapon,44.5%,Both,248.0,90.1,66.2,Corsavant,Clear,TRUE,66.6,49.3,1
3259,Double Lightsaber,90.7%,Experimental Weapon,39.8%,Calmtrooper,66.8,82.6,67.4,Tavooine,Snow,FALSE,76.4,42.6,1
1694,Single Lightsaber,49.0%,Standard Blaster,73.7%,Jedai,232.8,26.3,83.4,Hroth,Sandstorm,FALSE,37.8,86.3,0
1263,Single Lightsaber,50.6%,Standard Blaster,78.3%,Jedai,96.9,31.1,73.7,Mustran,Storm,FALSE,33.9,56.5,0
3718,Double Lightsaber,79.4%,Experimental Weapon,41.0%,Calmtrooper,124.7,74.5,93.6,Nabira,Clear,TRUE,80.4,30.4,1
1575,Single Lightsaber,50.0%,Standard Blaster,81.1%,Both,214.5,24.7,47.0,Tavooine,Clear,FALSE,35.6,87.9,0
2716,Single Lightsaber,56.2%,Standard Blaster,76.5%,Jedai,220.3,42.8,89.7,Kamira,Clear,TRUE,48.7,49.4,0
3075,Double Lightsaber,87.3%,Experimental Weapon,37.9%,Calmtrooper,106.2,83.1,84.5,Nabira,Storm,FALSE,76.3,35.7,1
3036,Double Lightsaber,81.7%,Experimental Weapon,47.0%,Calmtrooper,220.3,77.5,65.2,Eldor,Storm,FALSE,76.4,27.1,1
96,Single Lightsaber,48.0%,Standard Blaster,78.2%,Both,145.5,30.9,52.5,Eldor,Sandstorm,TRUE,44.1,68.1,0
3275,Double Lightsaber,93.9%,Experimental Weapon,30.0%,Calmtrooper,125.5,80.9,77.0,Kamira,Snow,TRUE,72.0,12.9,1
7055,Ancient Jedai Blade,63.4%,Heavy Blaster,67.2%,Calmtrooper,213.4,48.1,30.5,Hroth,Storm,FALSE,56.2,60.1,1
2072,Single Lightsaber,44.2%,Standard Blaster,85.2%,Jedai,177.9,28.0,47.4,Hroth,Storm,TRUE,45.8,79.8,0
4074,Double Lightsaber,86.5%,Experimental Weapon,37.4%,Both,218.4,69.5,72.2,Eldor,Snow,FALSE,85.6,32.0,1
7217,Ancient Jedai Blade,71.6%,Heavy Blaster,67.8%,Calmtrooper,223.8,55.1,76.6,Kamira,Clear,TRUE,71.1,49.4,1
4173,Double Lightsaber,89.3%,Experimental Weapon,34.4%,Calmtrooper,9.3,80.6,77.5,Nabira,Clear,FALSE,86.5,14.8,1
2184,Single Lightsaber,50.3%,Standard Blaster,79.6%,Both,15.0,32.9,70.3,Hroth,Storm,TRUE,44.9,69.9,0
4598,Double Lightsaber,90.5%,Experimental Weapon,41.8%,Both,204.9,81.3,45.6,Eldor,Sandstorm,FALSE,80.4,38.0,1
494,Single Lightsaber,50.2%,Standard Blaster,78.3%,Jedai,194.6,33.2,41.1,Tavooine,Snow,TRUE,63.9,73.8,0
663,Single Lightsaber,48.1%,Standard Blaster,86.0%,Jedai,78.2,31.5,83.7,Tavooine,Clear,FALSE,36.2,69.9,0
7989,Ancient Jedai Blade,69.1%,Heavy Blaster,61.0%,Calmtrooper,61.5,48.1,31.4,Tavooine,Snow,TRUE,82.4,52.4,1
577,Single Lightsaber,51.9%,Standard Blaster,85.6%,Both,208.9,27.2,32.8,Tavooine,Snow,TRUE,37.5,62.5,0
8605,Ancient Jedai Blade,67.8%,Heavy Blaster,68.4%,Both,195.6,60.1,92.4,Nabira,Sandstorm,TRUE,54.3,54.9,0
7541,Ancient Jedai Blade,66.8%,Heavy Blaster,70.6%,Jedai,176.1,58.8,62.7,Kamira,Sandstorm,TRUE,66.5,78.9,0
2417,Single Lightsaber,49.3%,Standard Blaster,82.4%,Jedai,119.5,29.5,39.4,Tavooine,Storm,FALSE,40.1,71.8,0
7129,Ancient Jedai Blade,62.7%,Heavy Blaster,65.4%,Jedai,38.6,49.1,43.9,Kamira,Sandstorm,FALSE,50.7,73.6,0
997,Single Lightsaber,46.5%,Standard Blaster,76.8%,Jedai,116.7,29.4,46.7,Kamira,Storm,TRUE,27.3,67.1,0
5784,Double Lightsaber,81.8%,Experimental Weapon,43.5%,Both,225.2,71.3,33.4,Kamira,Snow,FALSE,96.4,36.4,1
3843,Double Lightsaber,85.1%,Experimental Weapon,38.3%,Calmtrooper,108.5,87.3,90.6,Kamira,Sandstorm,TRUE,74.2,29.8,1
7369,Ancient Jedai Blade,63.1%,Heavy Blaster,70.1%,Both,237.7,50.9,76.1,Hroth,Sandstorm,TRUE,81.5,65.5,0
3442,Double Lightsaber,86.4%,Experimental Weapon,41.8%,Both,236.0,79.2,57.3,Mustran,Snow,TRUE,89.9,33.1,1
2795,Single Lightsaber,41.1%,Standard Blaster,76.7%,Both,51.4,27.7,44.4,Hroth,Storm,FALSE,31.0,81.3,0
460,Single Lightsaber,54.9%,Standard Blaster,74.5%,Jedai,189.8,33.4,70.3,Corsavant,Storm,FALSE,43.2,58.8,0
2821,Single Lightsaber,50.2%,Standard Blaster,85.8%,Jedai,53.4,30.9,81.8,Corsavant,Storm,FALSE,69.9,57.0,0
2485,Single Lightsaber,53.7%,Standard Blaster,76.4%,Jedai,71.4,28.3,52.9,Hroth,Clear,TRUE,24.8,75.2,0
1389,Single Lightsaber,45.0%,Standard Blaster,90.3%,Jedai,175.9,25.6,38.9,Corsavant,Snow,FALSE,41.1,54.9,0
8054,Ancient Jedai Blade,60.6%,Heavy Blaster,64.1%,Jedai,81.0,65.4,47.0,Kamira,Storm,FALSE,41.5,70.5,0
1130,Single Lightsaber,50.0%,Standard Blaster,83.6%,Jedai,129.5,25.9,72.5,Corsavant,Snow,TRUE,28.1,66.6,0
6298,Ancient Jedai Blade,64.3%,Heavy Blaster,59.3%,Jedai,68.1,44.3,88.6,Tavooine,Storm,TRUE,42.7,63.8,0
4708,Double Lightsaber,85.1%,Experimental Weapon,39.5%,Calmtrooper,208.7,86.0,43.6,Corsavant,Snow,FALSE,80.9,39.4,1
5596,Double Lightsaber,79.4%,Experimental Weapon,34.2%,Both,17.3,76.7,40.8,Kamira,Sandstorm,TRUE,91.8,35.0,1
325,Single Lightsaber,47.9%,Standard Blaster,75.3%,Jedai,160.4,28.1,46.9,Tavooine,Sandstorm,FALSE,41.6,69.0,0
5239,Double Lightsaber,77.7%,Experimental Weapon,42.7%,Both,240.1,86.8,55.4,Eldor,Clear,FALSE,71.8,21.9,1
8516,Ancient Jedai Blade,56.5%,Heavy Blaster,68.8%,Both,189.3,60.6,68.5,Corsavant,Clear,FALSE,63.0,54.2,0
6176,Ancient Jedai Blade,66.6%,Heavy Blaster,62.3%,Jedai,45.7,58.1,71.3,Mustran,Snow,FALSE,64.0,78.4,0
1644,Single Lightsaber,47.0%,Standard Blaster,79.9%,Jedai,172.0,32.7,72.4,Eldor,Storm,TRUE,33.8,80.2,0
7469,Ancient Jedai Blade,62.2%,Heavy Blaster,61.6%,Jedai,83.3,60.1,42.0,Eldor,Storm,TRUE,49.4,64.5,1
8450,Ancient Jedai Blade,63.1%,Heavy Blaster,62.2%,Calmtrooper,181.6,49.0,74.4,Tavooine,Clear,TRUE,67.9,80.1,0
4480,Double Lightsaber,87.1%,Experimental Weapon,47.8%,Calmtrooper,57.6,87.8,92.6,Mustran,Clear,FALSE,85.7,14.9,1
1749,Single Lightsaber,49.8%,Standard Blaster,78.4%,Jedai,220.2,30.9,77.4,Hroth,Storm,TRUE,59.0,50.8,0
2152,Single Lightsaber,55.0%,Standard Blaster,86.0%,Jedai,100.5,32.5,45.6,Corsavant,Sandstorm,TRUE,43.8,70.5,0
8457,Ancient Jedai Blade,64.8%,Heavy Blaster,63.9%,Both,95.3,59.0,51.2,Corsavant,Sandstorm,FALSE,49.2,56.4,1
7771,Ancient Jedai Blade,59.4%,Heavy Blaster,64.8%,Jedai,129.2,55.5,59.8,Corsavant,Sandstorm,FALSE,45.8,45.3,0
7584,Ancient Jedai Blade,67.3%,Heavy Blaster,66.4%,Both,167.6,73.6,37.6,Tavooine,Snow,TRUE,46.0,73.3,1
2198,Single Lightsaber,56.6%,Standard Blaster,85.2%,Jedai,241.2,32.1,52.5,Corsavant,Storm,TRUE,26.6,80.1,0
8168,Ancient Jedai Blade,64.1%,Heavy Blaster,58.9%,Both,118.7,57.3,77.2,Eldor,Sandstorm,FALSE,47.0,69.2,0
8979,Ancient Jedai Blade,71.7%,Heavy Blaster,63.3%,Calmtrooper,78.0,46.9,91.0,Tavooine,Snow,TRUE,59.4,48.1,0
158,Single Lightsaber,50.3%,Standard Blaster,85.5%,Both,37.2,42.6,75.2,Mustran,Storm,FALSE,36.6,66.9,0
6927,Ancient Jedai Blade,61.0%,Heavy Blaster,65.0%,Both,171.1,59.9,82.5,Tavooine,Clear,FALSE,62.4,52.5,0
6257,Ancient Jedai Blade,70.1%,Heavy Blaster,60.2%,Both,42.3,52.8,50.3,Nabira,Storm,TRUE,59.8,45.7,1
5158,Double Lightsaber,86.6%,Experimental Weapon,36.9%,Both,16.0,77.9,57.6,Corsavant,Sandstorm,TRUE,70.3,28.9,1
2643,Single Lightsaber,55.7%,Standard Blaster,83.7%,Both,162.6,36.5,84.9,Corsavant,Sandstorm,TRUE,42.1,84.4,0
3622,Double Lightsaber,80.1%,Experimental Weapon,34.0%,Calmtrooper,155.0,78.1,70.9,Hroth,Snow,FALSE,71.3,20.5,1
8411,Ancient Jedai Blade,68.4%,Heavy Blaster,73.1%,Both,97.8,55.7,58.9,Kamira,Snow,FALSE,59.6,60.2,0
5674,Double Lightsaber,84.3%,Experimental Weapon,39.5%,Calmtrooper,95.6,80.5,57.1,Nabira,Sandstorm,TRUE,86.3,46.2,1
5778,Double Lightsaber,78.0%,Experimental Weapon,49.0%,Both,67.4,87.3,37.7,Mustran,Storm,FALSE,74.8,33.2,1
5806,Double Lightsaber,86.7%,Experimental Weapon,39.7%,Calmtrooper,188.2,91.2,89.3,Hroth,Sandstorm,TRUE,87.1,11.1,1
8777,Ancient Jedai Blade,60.9%,Heavy Blaster,63.7%,Calmtrooper,9.8,52.8,53.7,Hroth,Snow,TRUE,63.9,39.6,1
8617,Ancient Jedai Blade,55.8%,Heavy Blaster,54.2%,Both,202.0,63.6,58.2,Kamira,Snow,TRUE,71.3,79.3,0
2161,Single Lightsaber,49.4%,Standard Blaster,88.1%,Both,197.5,34.1,62.4,Kamira,Storm,FALSE,41.7,65.3,0
2303,Single Lightsaber,54.6%,Standard Blaster,86.8%,Jedai,203.5,30.0,42.9,Mustran,Storm,TRUE,48.4,64.9,0
4273,Double Lightsaber,79.2%,Experimental Weapon,50.2%,Calmtrooper,161.9,81.5,78.9,Hroth,Sandstorm,TRUE,82.0,18.3,1
4910,Double Lightsaber,82.0%,Experimental Weapon,32.8%,Both,203.2,78.7,93.0,Tavooine,Storm,TRUE,94.3,19.1,1
15,Single Lightsaber,43.8%,Standard Blaster,81.1%,Both,132.4,26.1,45.7,Tavooine,Sandstorm,TRUE,36.8,78.1,0
4215,Double Lightsaber,88.2%,Experimental Weapon,47.4%,Calmtrooper,214.5,76.4,55.3,Eldor,Clear,FALSE,82.1,21.1,1
4994,Double Lightsaber,89.8%,Experimental Weapon,41.8%,Calmtrooper,49.2,83.4,54.6,Eldor,Snow,FALSE,84.6,19.1,1
6956,Ancient Jedai Blade,70.5%,Heavy Blaster,65.9%,Both,20.7,45.1,83.8,Nabira,Sandstorm,FALSE,72.5,59.6,0
5915,Double Lightsaber,79.4%,Experimental Weapon,37.0%,Both,51.5,94.0,61.2,Corsavant,Storm,TRUE,80.1,39.8,1
4907,Double Lightsaber,84.6%,Experimental Weapon,44.1%,Both,160.8,74.4,30.6,Eldor,Clear,TRUE,78.3,17.1,1
106,Single Lightsaber,59.9%,Standard Blaster,86.8%,Jedai,120.2,28.3,32.6,Mustran,Storm,FALSE,64.1,76.5,0
8509,Ancient Jedai Blade,69.9%,Heavy Blaster,63.6%,Both,160.1,45.0,64.6,Eldor,Storm,FALSE,67.0,65.2,0
6789,Ancient Jedai Blade,60.1%,Heavy Blaster,63.2%,Both,232.8,53.8,38.1,Hroth,Snow,FALSE,68.7,49.9,1
5921,Double Lightsaber,78.4%,Experimental Weapon,38.4%,Both,1.3,80.0,87.8,Hroth,Sandstorm,TRUE,75.7,32.9,1
8857,Ancient Jedai Blade,71.4%,Heavy Blaster,60.2%,Calmtrooper,100.8,58.3,67.3,Hroth,Clear,FALSE,59.7,67.0,0
2251,Single Lightsaber,52.1%,Standard Blaster,80.5%,Jedai,22.8,26.4,67.9,Mustran,Snow,FALSE,44.5,68.3,0
4325,Double Lightsaber,85.5%,Experimental Weapon,40.2%,Both,162.9,82.0,83.5,Kamira,Storm,TRUE,73.5,23.4,1
2302,Single Lightsaber,41.2%,Standard Blaster,77.3%,Jedai,41.6,28.5,51.2,Nabira,Sandstorm,FALSE,36.1,70.8,0
3773,Double Lightsaber,89.9%,Experimental Weapon,34.7%,Calmtrooper,125.1,76.5,81.5,Eldor,Clear,FALSE,88.4,41.4,1
5355,Double Lightsaber,87.1%,Experimental Weapon,40.5%,Both,149.1,85.2,30.8,Nabira,Snow,FALSE,75.6,24.4,1
2066,Single Lightsaber,46.4%,Standard Blaster,82.4%,Jedai,189.5,30.2,46.1,Corsavant,Sandstorm,TRUE,31.9,67.9,0
3088,Double Lightsaber,79.7%,Experimental Weapon,47.0%,Calmtrooper,229.0,79.5,35.3,Kamira,Snow,TRUE,67.1,28.8,1
907,Single Lightsaber,54.7%,Standard Blaster,85.2%,Jedai,185.6,36.8,91.7,Tavooine,Storm,TRUE,53.4,70.2,0
5304,Double Lightsaber,78.1%,Experimental Weapon,40.0%,Calmtrooper,138.7,80.1,87.3,Mustran,Clear,TRUE,57.2,51.5,1
5766,Double Lightsaber,93.6%,Experimental Weapon,35.2%,Calmtrooper,95.3,78.7,54.6,Corsavant,Snow,TRUE,77.3,14.0,1
4179,Double Lightsaber,75.5%,Experimental Weapon,31.7%,Calmtrooper,22.0,77.9,38.9,Nabira,Clear,TRUE,62.6,35.5,1
6889,Ancient Jedai Blade,69.0%,Heavy Blaster,68.9%,Both,150.2,57.9,70.6,Tavooine,Clear,FALSE,80.3,52.0,1
6695,Ancient Jedai Blade,72.1%,Heavy Blaster,65.4%,Calmtrooper,71.4,45.4,56.5,Hroth,Storm,TRUE,52.3,64.6,0
6700,Ancient Jedai Blade,64.1%,Heavy Blaster,63.9%,Both,38.3,57.4,79.6,Eldor,Sandstorm,TRUE,69.8,55.1,0
8658,Ancient Jedai Blade,71.8%,Heavy Blaster,69.0%,Both,66.9,52.9,63.2,Tavooine,Storm,FALSE,56.3,62.5,0
7118,Ancient Jedai Blade,62.4%,Heavy Blaster,65.4%,Both,42.7,54.3,88.2,Tavooine,Clear,FALSE,64.7,51.9,0
1503,Single Lightsaber,54.2%,Standard Blaster,80.4%,Jedai,21.3,29.6,68.8,Mustran,Snow,FALSE,41.1,75.3,0
4174,Double Lightsaber,86.8%,Experimental Weapon,42.8%,Both,23.5,81.8,40.7,Eldor,Clear,TRUE,74.8,25.5,1
7194,Ancient Jedai Blade,57.9%,Heavy Blaster,64.0%,Both,242.6,59.5,55.9,Tavooine,Snow,TRUE,75.7,70.7,0
3584,Double Lightsaber,84.4%,Experimental Weapon,39.3%,Calmtrooper,107.1,81.1,94.2,Eldor,Clear,FALSE,70.8,35.3,1
5898,Double Lightsaber,76.9%,Experimental Weapon,45.2%,Calmtrooper,100.2,81.4,60.0,Kamira,Clear,TRUE,75.1,31.6,1
411,Single Lightsaber,47.3%,Standard Blaster,89.6%,Jedai,109.4,31.2,48.0,Nabira,Sandstorm,FALSE,20.0,75.5,0
3326,Double Lightsaber,83.6%,Experimental Weapon,51.0%,Both,22.5,70.6,79.5,Hroth,Snow,TRUE,77.9,41.9,1
7326,Ancient Jedai Blade,62.8%,Heavy Blaster,62.8%,Jedai,222.4,62.2,37.1,Nabira,Sandstorm,TRUE,70.8,65.5,1
706,Single Lightsaber,48.0%,Standard Blaster,79.1%,Both,103.0,38.5,32.3,Mustran,Snow,FALSE,20.0,65.3,0
1477,Single Lightsaber,53.3%,Standard Blaster,86.2%,Both,244.6,31.1,75.4,Mustran,Sandstorm,TRUE,44.2,78.2,0
2470,Single Lightsaber,44.7%,Standard Blaster,77.3%,Jedai,89.5,28.0,94.9,Kamira,Storm,FALSE,44.0,63.0,0
5598,Double Lightsaber,81.0%,Experimental Weapon,37.1%,Calmtrooper,146.0,73.1,50.4,Tavooine,Sandstorm,FALSE,75.5,25.6,1
8170,Ancient Jedai Blade,68.8%,Heavy Blaster,64.0%,Jedai,174.7,57.4,82.9,Kamira,Storm,FALSE,49.2,50.1,0
8352,Ancient Jedai Blade,56.3%,Heavy Blaster,55.1%,Calmtrooper,161.2,48.0,42.2,Eldor,Snow,TRUE,60.2,50.3,1
2029,Single Lightsaber,45.3%,Standard Blaster,78.4%,Both,84.3,30.6,80.1,Mustran,Snow,TRUE,39.7,71.5,0
2124,Single Lightsaber,51.0%,Standard Blaster,89.5%,Jedai,71.0,30.2,51.6,Hroth,Clear,TRUE,29.0,57.6,0
1675,Single Lightsaber,46.5%,Standard Blaster,86.7%,Jedai,44.7,20.9,36.9,Hroth,Clear,TRUE,42.8,66.1,0
8749,Ancient Jedai Blade,61.4%,Heavy Blaster,66.9%,Jedai,11.8,58.8,31.2,Mustran,Sandstorm,TRUE,56.7,60.6,1
5263,Double Lightsaber,82.3%,Experimental Weapon,45.0%,Calmtrooper,214.3,85.8,85.1,Tavooine,Snow,TRUE,72.4,45.7,1
7718,Ancient Jedai Blade,66.0%,Heavy Blaster,58.9%,Jedai,27.3,61.7,94.5,Mustran,Sandstorm,FALSE,64.3,55.4,0
5446,Double Lightsaber,90.2%,Experimental Weapon,37.0%,Both,74.7,77.6,65.5,Hroth,Storm,FALSE,82.3,13.3,1
1664,Single Lightsaber,48.1%,Standard Blaster,75.0%,Both,104.2,33.9,84.5,Nabira,Sandstorm,TRUE,41.4,68.7,0
8404,Ancient Jedai Blade,71.3%,Heavy Blaster,68.4%,Both,222.0,68.3,92.9,Eldor,Storm,FALSE,71.8,63.0,0
5146,Double Lightsaber,89.7%,Experimental Weapon,34.6%,Both,129.3,79.7,47.8,Kamira,Snow,TRUE,100.0,51.1,1
2594,Single Lightsaber,55.1%,Standard Blaster,79.4%,Both,168.3,26.9,67.8,Hroth,Storm,FALSE,36.9,55.4,0
1979,Single Lightsaber,55.0%,Standard Blaster,78.3%,Both,109.9,34.2,31.6,Nabira,Snow,FALSE,46.7,47.2,0
8391,Ancient Jedai Blade,67.9%,Heavy Blaster,64.1%,Jedai,207.0,61.7,66.6,Nabira,Snow,TRUE,61.1,62.8,0
576,Single Lightsaber,55.1%,Standard Blaster,75.0%,Jedai,74.4,33.2,32.1,Nabira,Sandstorm,TRUE,34.1,71.9,0
8559,Ancient Jedai Blade,70.6%,Heavy Blaster,66.1%,Jedai,184.3,53.1,83.5,Eldor,Storm,FALSE,79.8,39.4,1
209,Single Lightsaber,45.3%,Standard Blaster,84.1%,Jedai,80.4,22.0,61.0,Kamira,Clear,TRUE,32.4,62.3,0
422,Single Lightsaber,43.9%,Standard Blaster,75.5%,Jedai,244.2,30.0,42.2,Corsavant,Storm,TRUE,34.4,87.0,0
2312,Single Lightsaber,44.8%,Standard Blaster,81.6%,Both,247.8,26.6,53.1,Mustran,Snow,TRUE,28.7,56.5,0
6280,Ancient Jedai Blade,65.2%,Heavy Blaster,68.2%,Jedai,89.7,52.6,35.7,Tavooine,Snow,TRUE,68.3,73.8,0
5194,Double Lightsaber,92.0%,Experimental Weapon,38.7%,Calmtrooper,131.3,82.6,37.6,Corsavant,Snow,TRUE,84.3,38.7,1
3594,Double Lightsaber,92.7%,Experimental Weapon,32.3%,Both,228.3,69.1,32.6,Corsavant,Snow,FALSE,89.8,35.2,1
5183,Double Lightsaber,82.5%,Experimental Weapon,34.2%,Calmtrooper,22.2,86.2,58.6,Kamira,Snow,TRUE,88.8,33.7,1
1655,Single Lightsaber,61.9%,Standard Blaster,76.6%,Both,201.6,31.5,79.5,Hroth,Sandstorm,FALSE,32.2,63.9,0
762,Single Lightsaber,51.4%,Standard Blaster,78.3%,Jedai,226.2,29.9,52.1,Corsavant,Sandstorm,TRUE,64.2,69.8,0
4222,Double Lightsaber,88.2%,Experimental Weapon,43.9%,Both,150.1,76.0,50.1,Tavooine,Clear,TRUE,74.2,33.0,1
4437,Double Lightsaber,74.4%,Experimental Weapon,30.0%,Both,194.8,75.1,61.7,Corsavant,Storm,TRUE,71.0,16.4,1
